restaurant_name,review_text,review_rating
Gary Danko,"I like it both quieter and brighter, as in more light, when I go to fancy places.  It helps me to hear the friends and guests I am with and better light helps me to appreciate the foods and dishes better",Overall4
Gary Danko,"There are two beautiful dining rooms.  We had a large staff to wait on us during the meal.  The staff was very friendly.  We were there for my 80th birthday which I had not announced to the restaurant, but Open Table gave the tip to the restaurant somehow.  We look forward to visiting again.",Overall4
Gary Danko,"Gary Danko restaurant is one of the finest restaurants in San Francisco, maybe in the USA.  Each dish is original and magnificent.  Basically you have a bunch of appetizers to choose from, a seafood section, a meat section for entrees and a dessert  section.  For two people, we chose four appetizers to share and two Appetizers were the Duck Confit, the Seared Ahi, the Vegetqble Tart, and the Tomato Gaspacho,  and all were exceptional.  The Duck confit was like a salad, too.   They start you with a small taste of mushroom soup to whet your appetites.  The wines by the glass are  great, but they have a full bar.   We chose the branzino and the lamb entrees.  They were delicious dishes and beautifully presented on the plates.  The portions aren’t large, but they are sufficient and leave you feeling satisfied.  Oh, and the desserts were amazing!  The service at this restaurant is what you would expect from such fine dining!Read more",Overall5
Gary Danko,An evening at Gary Danko is a culinary experience!,Overall5
Gary Danko,"We loved that we could customize the fixed-price menu to select 3, 4, or 5 items. The Seared Ahi Tuna appetizer, Seared Scallops with Japanese Sweet Potato, and Chocolate Soufflé were exquisite. Service was excellent and it was a nice touch that they provided ""extras"" like soup, dessert samples, and a take home gift.",Overall5
Gary Danko,"The food is always very tasty.  It was a bit loud for me this time.  Other visits it was quieter.  Still a nice experience, we didn’t have to yell to have a conversation.  Service makes this experience the best as always when here.  Too bad parking in SF is difficult, we would come more often.",Overall5
Gary Danko,"Wonderful service and delicious food.
It was such a great experience.
Planning to go back",Overall5
Gary Danko,"On the whole, the first three courses were good. We had the beef tartare, tuna, scallops, quail and fillet. They appear to handle protein very well. The potato gratin was noxious. Poor flavor and awful texture. The dessert was a disappointment . No confetti for their confectionery.  Apologies, I won’t be rushing back.",Overall4
Gary Danko,"We celebrated o our son’s Birthday at Gary Danko. The evening was a complete success with outstanding service, dynamite cuisine and excellent wine paring. Thanks to the entire kitchen staff, chefs, waiters and bartenders and a special thank you to our waiter Anthony!!",Overall5
Gary Danko,"From the moment we walked in every was amazing! The service and cuisine were impeccable!  10 STARS! Sebastian, Cole, Anthony and Steven made everything so spectacular for my sister in law. Their knowledge and detail and passion for cuisine, culture and wine was flawless and impressive!",Overall5
Gary Danko,"Never disappointed with a meal or dinner experience at Gary Danko. Attentive and thoughtful hostess. I had the lobster salad, lamb and chocolate souffle after a couple of Experience cocktails. Had a nice birthday celebration at the end with cake and tray of sweets but sadly had no room left to enjoy it. Here's to another 25 years, GD!",Overall5
Gary Danko,Another great wedding Anniversary experience at RDG!  Never disappoints.,Overall5
Gary Danko,"This restaurant is absolutely delicious!! I have always wanted to try it and finally had the chance!  I do not understand why they lost their Michelin Star.  It was exquisite service from the moment I stepped inside. The price point is considerably reasonable, and with 3 course 4, course and 5 course options (I sprang for 4!). The presentation and portions size is fantastic. Outstanding staff.  Loved the first two small plates which were compliments of the Chef.  This IS FINE DINING. Can't wait to come back next time I am in town.  Thank you for a tasty dining experience!Read more",Overall5
Gary Danko,"Kira and her colleagues took exceptional care of myself and my partner during a recent trip for business. It was the perfect way to decompress before a big presentation. The menu was remarkable, and the ability for ‘choose your own adventure’ tasting menu really made the experience great.",Overall5
Gary Danko,All of the dishes were bursting with complex flavors and the meal flowed wonderfully,Overall5
Gary Danko,"The food was warm and quite frankly they have lost their magic. It’s good but not great. Service is to chummy and at times misses the smoothness. Twice we were interrupted by the waiter. Caviar service was sloppy and Bellinis Burt….it felt like a tourist attraction and f or the price, no longer worth it. After 20 years I will not be back.",Overall4
Gary Danko,"We have dined at Gary Danko several times since its opening.  Everything about it is outstanding - the food, service, and ambience.  The moderate noise level is due to the conversation of patrons.  At least there is no background music!  We are not from California, but we drove to San Francisco to stay only one night so that we could dine at Gary Danko's.",Overall5
Gary Danko,Overall a very good experience. The service was outstanding.,Overall4
Gary Danko,Most experiences are good except the server rush us to finish our dinner. That was not pleasant.,Overall5
Gary Danko,"I hardly ever go to the same restaurant twice but Gary Danko was the exception! The service is amazing- servers are super friendly and down to earth/funny, we actually had Jeremiah both times we went and he is a gem!
Food is delicious- sooo flavorful! The beef filet was the only thing that lacked a little flavor; if probably choose a different meat next time if I go. But everything else was divineeee!!! No wonder it’s a Michelin Star restaurant!Read more",Overall5
Gary Danko,"Was not seated until 50 minutes past our reservation. The hostess ignored us and the problem. Took a manager 30 minutes before addressing the situation, service once seated was great and the food was fantastic. I get things happen but the situation could have been handled much better.",Overall3
Gary Danko,Great for special occasions. Food is excellent and the service is over the top great.,Overall5
Gary Danko,"It was a price-y and lavish affair, but sometimes that's worth it for special occasions, and of all of the places we've spent that kind of money on food, Gary Danko was probably the best one I've experienced. Everything we had was absolutely delicious and the staff was beyond professional - friendly and attentive without being annoying, and quite accommodating for our bizarre needs as well (my wife and I had gone to a painting class right before dinner and they gracefully took care of our still-wet paintings while we dined without batting an eye). 

A lovely evening with delicious food and drink. I recommend the seared tuna app, the horseradish salmon, and the trio of creme brulee for desert (or the Hazelnut Mille-Feuille was equally delicious). And the cocktail is a new favorite (the name I can't recall, but it was something like This Is Not A Call, tequia-based with mango, avocado and sesame. Absolutely deliciousRead more",Overall5
Gary Danko,"Outstanding.  We had a four course menu, and the food, timing, and service were spot on - it was an amazing dinner experience.  Thank you for a special evening, we appreciate it!!!",Overall5
Gary Danko,"I had never been to Gary Danko before. I just learned of it in August of this year. It was our 11th wedding anniversary and the staff made sure we felt special and celebrated. The shrimp and lobster risotto was melt-in-your-mouth delicious. I had the filet and my husband had the lamb, both were succulent and tender, cooked to perfection. Sebastian at the bar was a treat. A real craftsman at making a martini. Finally, the ‘83 Margaux was phenomenal. We will definitely be back. A hidden gem of a restaurant with extraordinary service and top-notch food.Read more",Overall5
Gary Danko,"Phenomenal ambience, the service was outstanding and so attentive to your every need. The food - wow! Starting with lobster risotto; it was deliciously creamy with the pops of perfectly cooked lobster and al dente zucchini. The herb sauce around infiltrated the dish perfectly and not overwhelming at all. 2nd - branzini with French lentils and fried green tomatoes. My only hope was that there was more. It was the best dish I’ve ever had, fish was so flavorful and crispy skin that melted in your mouth as you ate it, the balls of fried green tomatoes had a savory but sweetness to the end and the lentils were delicious. 3rd - Horse radish encrusted salmon; this dish I finished because it was good - was searching for the aha moment though the whole time. Didn’t really taste the horseradish; The mustard sauce was delicious but I think overpowered the whole dish. 4th - the cheese selection, I loved the presentation of rolling out a cart to let you pick your top 4; genius. 5 - Hazelnut Mille-Feuille,  it was light and tasty, perfect ending. Finally a dish where you can actually taste the hazelnut- it was the star and I loved it! Overall, highly recommend this restaurant; everyone that works there puts forth their best and you can tell. It ran so organized; I was even escorted to the bathroom! Their attentiveness and non stuffy demeanor was refreshing in this kind of environment.Read more",Overall5
Gary Danko,Absolutely spectacular from start to finish. The staff are extremely kind - they were extremely helpful when I needed to reschedule 3 times and I truly appreciate that. Absolutely 0 attitude - class act.,Overall5
Gary Danko,"Excellent food, even better service. We had a party of 4 and showed up a bit early. The Staff bent over backwards to accommodate us and make us feel welcomed. We had a lovely evening.",Overall5
Gary Danko,"I live on the east coast and when visiting SF, I always eat at Gary Danko for the last 15 years.  I food std/quality is not the same, it's down.",Overall3
Gary Danko,"Another fabulous night at Gary Danko!  This is the place to go to celebrate something special.   The resaurant is beautiful: beautiful flowers; beautiful art; beautiful table settings; and well spaced tables, never making you feel crowded together. The food is amazing: you choose 3, 4, or 5 courses with several selections in each couse category (we selected 3 courses but started with Golden Osetra Caviar, which has an extra charge, but is well worth it); there was 5 in our party and each of us raved about our individual selections; everything is made with the freshest ingredients; and the food is beautifully plated with just the right size serving.  The bar and bartender are terrific and the wine list is extensive with a sommelier that is simply, ""the best."" The service is outstanding: warm and friendly; helpful and accomodating; each course is timed perfectly; attentive without being intrusive; and very knowledgeable and professional.  It is an expensive evening but worth every penny.Read more",Overall5
Gary Danko,"It had been a number of years since visiting Gary Danko and I had forgotten what a gem of a place this is. The ambiance is so relaxing, elegant but not stuffy. The service is impeccable, tremendous care without being fussy. If there's one complaint is that the restaurant is small and it looks like there's sometimes a traffic jam, yet everything flows calmly and efficiently, so it's not really a complaint more of an observation. The food was delicious. A good mix of creativity and solid classics deftly executed. A great place to go with friends and family, a business dinner, or something more romantic. A delight all around.Read more",Overall5
Gary Danko,"A superb meal in a lovely setting with attentive, efficient but friendly service",Overall5
Gary Danko,I had heard great things about this restaurant but then read the lost their Michelin star which concerned me. After eating there I understand why. My friend and I went and shared our selections so we had lots to taste. The Lobster risotto was mushy and the lobster was well hidden. The horseradish crusted salmon was very good. Well cooked and the mustard sauce was a great compliment. The duck was well prepared and very tasty although they were stingy with the figs. Finally the fillet of beef was well cooked but bland. No flavor!  We added salt and pepper so there you go. The chocolate soufflé was raw in the middle. After they poured the sauce in the middle it was literally like a soup. Super disappointed. None of the wait staff even seemed to notice we weren’t finishing our selections. So maybe it was just an off night but I can’t recommend this to anyone.Read more,Overall3
Gary Danko,It was a really nice experience and we prefer the seafood than meat dishes. Really recommend the lobster risotto and scallops. Their service was pretty good and professional. Just be careful the portion are really big. We was too full for 4-course meal.,Overall5
Gary Danko,The tasting menu.  Just out of this world.   Such a pleasure to be there.  We loved everything,Overall5
Gary Danko,You will not be disappointed. All excellent. We will be back. All the staff so friendly and food presentation very special. Thanks so much,Overall5
Gary Danko,"Dining at Gary Danko is ALWAYS a memorable experience. From the moment you arrive, you are given such extraordinary service. It has such a nice ambience, beautiful flowers, tables far apart, and the perfect menu and best wine sommelier. The selections on the menu will please everyone and the presentation and taste is always the best.
Valerie UlrichRead more",Overall5
Gary Danko,Best Restaurant in SF. Make sure you ask for Michael’s Espresso Martini.,Overall5
Gary Danko,"My wife and I have dined at GD many times over a period of some 30 years. Only once were we disappointed, and that came shortly after the covid epidemic. They were likely understaffed then or dealing with undertrained individuals.

Last night was different. We made wise choices from the menu and chose good, if hardly outstanding, wine. Overall it was a superb experience. The selection of dishes were at a par with restaurants in France, truly outstanding. There were a lot of waiters dashing around not all with a clear purpose. Nonetheless, GD remains, in our view, the finest restaurant in San Francisco  a  bit old fashioned perhaps, which is exactly what pleases us about it,Read more",Overall5
Gary Danko,"This was one of the best fine dining experiences we have ever had, it was a joy.  First of all the service was topflight, every staff member was professional and friendly.  The atmosphere was beautiful, it was a lovely dining room.  Now, the food.  Everything we ordered was full of flavor, as well as very creative.  We highly recommend Gary Danko.",Overall5
Gary Danko,"We LOVE Gary Danko.  It's  our #1 love affair with a restaurant in San Francisco.  The ambience is beautiful, wonderful menu offerings, beautifully presented, as good as food can get and the service staff (and sommelier) are all excellent.

We go there every time we're in The City.Read more",Overall5
Gary Danko,"Great experience! Food was awesome, service was impeccable!",Overall5
Gary Danko,"Of all the fine dining available in San Francisco we find ourselves returning to Danko where we know we will enjoy the taste, textures and presentation of any course on the menu. They spoiled us with their service and accommodated a custom cocktail order with ease and enthusiasm. Memories are made there!",Overall5
Gary Danko,"My visit was incredible. The first thing about this place was the level of service. I have never experienced anything like it. The way they take care of your every little need is amazing.  The staff is truly on another level and was the highlight.

Then there’s the food. It was incredible. The soup had a depth that was amazing. We also had the scallops which were immaculate. The beef filet was cooked perfectly and seasoned to perfection. The last thing I’ll mention is the complimentary dessert tray they brought out for us in celebration of our anniversary. Each item was simply delectable and created with the individual care that you can come to expect from this restaurant.

Highly recommend.Read more",Overall5
Gary Danko,"My wife, son, girlfriend, and I went to celebrate wife's birthday as we have for years, although with some trepidation since it lost a Michelon star this year. Not to worry; it lived up to its old glory. We will go again soon.",Overall5
Gary Danko,Spot on service from the minute you step in to the moment you walk out you feel taken care of and warm,Overall5
Gary Danko,"Great service and very thoughtful team.
Love the menu variety and the food.
Thanks again!",Overall5
Gary Danko,One of the best restaurant in San Francisco. The food and service ranks amongst the best despite what Michelin saids. You can always count on excellent food and service here!,Overall5
Gary Danko,"Epic experience at a SF institution. Everything was perfection, from service to the food itself. They accommodated my celiac disease easily, and were thorough in their explanations. Would absolutely return! Thank you to all the fabulous staff who go above and beyond at Gary Danko!",Overall5
Gary Danko,"Lucky enough to treat two nieces and a nephew to a meal they won't forget! Such a lovely memory for me, having dined with my parents. It was a wonderful meal, with great service. What a nice experience for all of us!! Thank you.",Overall5
Gary Danko,"Great experience as always at this restaurant.  Wide variety of foods, both traditional and unique, and all delicious.  Above all, the service level was excellent, by the all of the multiple staff members who provided service.",Overall5
Gary Danko,"We did the wine pairing and it was amazing. Our only suggestion is to change the Sicilian white paired with the Branzini. It was not super flavorful and too dry. Other than that, it was a great experience and we will definitely come back. We can’t figure out why Gary Danko is no longer a Michelin starred restaurant. Service was soooo good",Overall5
Gary Danko,"Expensive & worth the splurge. Food was delicious, many choices & ample portions for a “tasting menu.” The service was impeccable— staff were attentive & helpful without being cloying. It was a bit noisy at times, but clearly because people were really enjoying themselves.",Overall5
Gary Danko,"Fantastic tasting dinner with wine pairing sitting at the bar.  Michael was a terrific bartender/server, knowledgeable, fun and attentive.",Overall5
Gary Danko,Great experience overall. MUST GO IF YOU HAVEN'T. YET.,Overall5
Gary Danko,We celebrated two birthdays while passing through San Francisco and enjoyed a spectacular meal. Service was extremely attentive throughout the night.  It was a memorable experience.,Overall5
Gary Danko,"For our special anniversary celebration, Gary Danko delivered on all fronts. We were seated in the “Hyde” dining room, a visually appealing room surrounded by florals and strategically placed mirrors. We each chose a four-course dinner and love how customizable the selections are. The food was plated to perfection and was equally delectable. Service was top notch, as usual.  We can’t wait to return.Read more",Overall5
Gary Danko,Wonderful ambiance. Stellar staff and exquisite cuisine. Timely and attentive without being intrusive. Wonderful presentation. Even plating was well done. Definitely going back.,Overall5
Gary Danko,We have been going there since they opened and it is our “GoTo”  restaurant!,Overall5
Gary Danko,"Everything was wonderful, the food was perfectly cooked and beautifully presented. The service was perfect. Wonderful atmosphere.",Overall5
Gary Danko,"Simply the best, period. Thank you for 10 incredible years. The nightmare is what you eat after.",Overall5
Gary Danko,"Good, albeit expensive, food and service. Be sure you understand how the menu works.",Overall4
Gary Danko,"Gary Danko, celebrating its 25th year, maintains its high standards for food, service and ambience. the ability to choose each course for a 3,4 or 5 course tasting menu is a wonderful option. I always learn from the cheese course which is a hallmark of the restaurant from its early days. The chocolate soufflé is a must. One nit is that ordering wine by the glass can be a lottery as to what you will be charged. I ordered a Sauterne for the cheese course, which was listed at $18 on the wine list. When I got home, they had charged me $55. Sadly not the first time this has happened. Otherwise, a memorable evening.Read more",Overall5
Gary Danko,"Returned after several years with Wife and adult son. Dinner was as good as ever! Started with 2 amuse-bouchés, a corn soup and bilini with salmon and caviar. Then 3 courses was plenty of food, including bread service and selected dessert bites. We won’t wait so long to return!",Overall5
Gary Danko,"Amazing menu and concept for special occasions. Be ready to splurge, experience worth the expense.",Overall5
Gary Danko,Great food and service. Everyone was well attended to by the staff. They made vegetarian variations of almost anything on the menu. Fantastic food and service.,Overall5
Gary Danko,great as always.  4 courses with the wine pairings.  Shrimp and lobster risotto was amazing.,Overall5
Gary Danko,"Gary Danko is the ultimate dining experience. If I could give 10 stars for service, I would. The staff’s attention to detail is unparalleled, leaving diners pampered and relaxed. Great food, atmosphere and course options as well. We always appreciate the take home muffin!",Overall5
Gary Danko,All these years later and they still innovate and deliver a superior experience. Bravo,Overall5
Gary Danko,"This is one of my favorite dining experiences of all time. Outstanding service, unique and fun dishes. Amazing all around. Highly recommend the oysters, the risotto is the best I’ve ever had. Will definitely be coming back.",Overall5
Gary Danko,"Absolutely outstanding and fabulous. I was running late and Rhonda, the reservation agent was gracious to accommodate me and even sent a special amouse bouche to the table! Still so amazing that Gary Danko has a reservation agent. All employees were dressed and what I noticed most is that no one was leaving. No one was being rushed to leave and turn around capacity. The food was stellar. I even asked to substitute beef filet for duck and my request was honored without extra charge! Dessert was amazing! Like the terminator, I will be back!Read more",Overall5
Gary Danko,"Fantastic meal, as always. Gary Danko consistently delivers on exceptional food and great service. Recent comments about the state of the neighborhood are unfounded. Go enjoy a great experience at a San Francisco original.",Overall5
Gary Danko,"Such a great meal and experience from start to finish. Gary Danko has been our go-to San Francisco restaurant whenever we are in the City. Love, love, love it. The Risotto is to die for. While I typically have ordered seafood as my main, I went with the Pork Tenderloin. Sooo good. The next-morning-take-home muffin is such a great final touch to a special evening.",Overall5
Gary Danko,Best dinner of my life. I had the waiter surprise my soon to be fiancé with a ring and proposed between cheese and dessert courses. Service was impeccable and the food was top notch and very nicely paired flavor and textures. Definitely top on the list!,Overall5
Gary Danko,The food was extremely bland. There was no flavor whatsoever. It was a very poor dining experience. You would expect that a restaurant known for fine dining would deliver a better experience especially for the high price.,Overall1
Gary Danko,We celebrated our anniversary and all the staff were so kind and made sure the night was special. It was an amazing experience!,Overall5
Gary Danko,"Bobby, Dee and Vince made the experience at Gary Danko fun and welcoming! We will definitely be back as the food and the chef made some of the most tasty masterpieces😮‍💨 from the Duck confit to my Roasted stuffed Quail, chef’s kiss! Thank you! The experience is worth every penny spent",Overall5
Gary Danko,"Service, food and ambience was outstanding!!  Wonderful evening 😊",Overall5
Gary Danko,"Staff was welcoming and engaging, and provided outstanding service. Food was superb, as always. Fabulous ambiance and artwork. Many more expensive places in the City. Not sure any are better in any way.",Overall5
Gary Danko,"Outstanding as usual, we always enjoy Gary Danko and staff",Overall5
Gary Danko,Gary Danko is an iconic San Francisco restaurant for a reason. We love celebrating big life moments there and can’t wait to go back.,Overall5
Gary Danko,"Even though we accidentally came on a night different than our reservation, they very graciously seated us. As usual the food and service were outstanding.",Overall5
Gary Danko,Still one of the best restaurants in SF.  Don't understand the Michelin Star rating loss as the food and service was beyond impeccable.   Thank you to Miguel our wonderful server and his entire team.  CUDOS for a wonderful night.,Overall5
